MAEASaM ID,Evidence,Evidence Shape,Interpretation,Interpretation certainty,Ground truthed,Land use land cover,Climate Zone,Geometry,Grid Level 1,Grid Level 2,Remote Sensing Activity,Surveyor Name,Survey type,Survey Date,Image Type,Date of imagery,Additional information,Threat assessment date,Threat assessor name,Image used date,Threat type,Threat level,Measurement value,Measurement type,Measurement unit
RS_ETH_0000486,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6517302215402 11.0281270016702,42.6517458093562 11.028065336728,42.651911390576 11.0279994094556,42.6519984278777 11.0279952677085,42.6520058832045 11.0279259746365,42.6519504157683 11.027910832746,42.6518952743457 11.0279417885928,42.6517180845486 11.0280231087621,42.6516354711247 11.0280116523168,42.6516198934684 11.0280962381034,42.6516710901265 11.0281386799873,42.6517302215402 11.0281270016702)))",E42.6N11.1,186279,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,358.1072418,Area,m2
RS_ETH_0000487,Structure,Rectangular,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6523871689579 11.0500759106077,42.6525595910501 11.0501490138022,42.6526560828033 11.0499927386804,42.6524916450395 11.0499117384783,42.6523871689579 11.0500759106077)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,Could be a potential mosque,,,,,,419.7616868,Area,m2
RS_ETH_0000488,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6501688237903 11.0808239587541,42.6502350789035 11.0806328975457,42.6502938292707 11.0804724797686,42.6504265797903 11.0803469963249,42.6508440113786 11.080741663465,42.6508087103638 11.0808457051438,42.65084453041 11.080929485387,42.6509626879943 11.0810800675162,42.6510484521385 11.0811956247653,42.6510598168656 11.0813068724807,42.6511589121411 11.0813829420719,42.6512638093229 11.081227864796,42.6512691461315 11.0811266862361,42.6511571700387 11.081128467726,42.6509546903404 11.0809319721678,42.6509938616513 11.0808476338767,42.651017377424 11.0807020252592,42.6511431232215 11.0804861918633,42.6511547524847 11.080559233971,42.6513532426547 11.0806234288169,42.6513577565975 11.0804971958986,42.6513193697376 11.0802819805268,42.6511943455938 11.0802006859017,42.651068554264 11.0804439225886,42.6509347486249 11.0807102590389,42.6507442966348 11.0805607807062,42.6503736407724 11.0801704144179,42.650272661206 11.0802762087483,42.6500961808025 11.0804726763598,42.6500630812466 11.0807309537112,42.6500896698303 11.0809252897835,42.6501688237903 11.0808239587541)))",E42.6N11.1,186277,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,4294.069702,Area,m2
RS_ETH_0000489,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6546208453888 11.0726016313136,42.6548976574403 11.0723569346216,42.6549521985073 11.0720614152533,42.6549008469442 11.0719480373321,42.6547445340942 11.0717324455242,42.6547369175001 11.0713618868079,42.6545147172121 11.0710867922992,42.6542687983066 11.0710381487602,42.6541482546562 11.0711434170041,42.6542445628686 11.0715621572151,42.6542301537811 11.0720296504446,42.6543147596003 11.0722200149901,42.654403381734 11.0724540117054,42.6546208453888 11.0726016313136)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,9434.115907,Area,m2
RS_ETH_0000490,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6560570110105 11.0683477740488,42.6561342126583 11.0682644482246,42.6560983785566 11.0681462114471,42.6559214893614 11.0681468717437,42.6558002527608 11.068160232824,42.6557739977471 11.068260613402,42.6558816345219 11.0683216847207,42.6560570110105 11.0683477740488)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,679.8906777,Area,m2
RS_ETH_0000491,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6532000284434 11.0699764125994,42.6533899486028 11.0696747335893,42.6536705775477 11.0694481576291,42.6538195831913 11.0692310800127,42.6540992664547 11.0690805157522,42.6545319866744 11.0690139792388,42.6545543654629 11.0688637229223,42.6544147976111 11.068766509073,42.6538736745295 11.0688768915578,42.6535072628517 11.0691915721484,42.653243936 11.0694937396772,42.6530723586535 11.0699063797754,42.6532000284434 11.0699764125994)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,5404.784372,Area,m2
RS_ETH_0000492,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6532124422973 11.0509262926894,42.6535323345909 11.0507802837848,42.6538618658198 11.0507247040793,42.654238748778 11.0509444608506,42.654606925079 11.0509879322388,42.65483843311 11.0511191267791,42.6549884420188 11.0510145731409,42.6551627060885 11.0510853937972,42.6554455764126 11.0510753080293,42.6555655242948 11.0511457258105,42.6558826720965 11.0512341874386,42.6557394288835 11.0508762243582,42.6554764699039 11.0504604241655,42.6550560605663 11.0503800844006,42.6546622755711 11.0502923218302,42.6543607919547 11.0501842850375,42.6540637396283 11.0502508967686,42.653693921779 11.0503925588925,42.6532800469309 11.0505729073252,42.6530387718636 11.0508221000683,42.6532124422973 11.0509262926894)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,17968.50762,Area,m2
RS_ETH_0000493,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6545617530479 11.0264292901221,42.6546007174083 11.0263485250507,42.654553066625 11.0262376894359,42.6544102255929 11.0260334389518,42.6543277637279 11.0260939614185,42.6543016444052 11.0262732374525,42.6544275003654 11.0263655480145,42.6545617530479 11.0264292901221)))",E42.6N11.1,186279,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,789.6492356,Area,m2
RS_ETH_0000494,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6529174945407 11.0194287253061,42.6529841832077 11.0194130369921,42.6530342820729 11.0193341007617,42.6530092085288 11.0192414351403,42.6529174741043 11.0192402064738,42.6528301563414 11.0192976084667,42.6528260155708 11.0194063181797,42.6529174945407 11.0194287253061)))",E42.6N11.1,186280,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,371.5031439,Area,m2
RS_ETH_0000495,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6583938569309 11.0694608832484,42.6586734154001 11.0694541769787,42.6588611054631 11.069620827676,42.6591251466132 11.0697430447956,42.6592385720016 11.0694464926566,42.6597243254942 11.0692230466589,42.6598144286332 11.0690682147253,42.659639093449 11.0690172952346,42.6591595277091 11.0691983916333,42.658906583856 11.069042591926,42.6587784139681 11.0690380487073,42.658795611292 11.068921651372,42.658765629794 11.0686772261428,42.6582495219944 11.0689765632258,42.6581785887706 11.0691252861475,42.6583938569309 11.0694608832484)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,8601.340656,Area,m2
RS_ETH_0000496,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.661016114265 11.0688927671505,42.6610979774974 11.0687707240272,42.6610217887424 11.0687256997107,42.6608941784846 11.0685790758072,42.6610492778996 11.0684684765829,42.6613213380879 11.0684637330282,42.6613585562711 11.0683580533105,42.6611512581345 11.0682892363373,42.6608551984218 11.0682524471448,42.6606292622748 11.0684553722817,42.6606300601398 11.0686717587815,42.6607612320369 11.0688442288328,42.661016114265 11.0688927671505)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,2963.211402,Area,m2
RS_ETH_0000497,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6625997339918 11.0689305134512,42.6627387514631 11.0690083532911,42.6628392800054 11.0689096062062,42.6629247567013 11.0689130913946,42.6632734068986 11.0689269010571,42.6633527437499 11.0688342766268,42.6633193298355 11.0687641037602,42.6631940386839 11.0687651699478,42.6630154087645 11.0687268331305,42.6628223779452 11.0685937738012,42.6625767900257 11.06850942563,42.6625069473063 11.0686586435035,42.6625997339918 11.0689305134512)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,2585.669083,Area,m2
RS_ETH_0000498,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6637632086825 11.0676484858849,42.6638660254911 11.0674891037355,42.6637530240402 11.067316794853,42.6636721192382 11.0672212442106,42.6634088285266 11.0671567536418,42.6632753716072 11.0670008826304,42.6631121669153 11.066991744866,42.6631073075031 11.0670741930209,42.6632279784689 11.0672801268024,42.6634079407848 11.0674445805511,42.6637632086825 11.0676484858849)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,2563.435136,Area,m2
RS_ETH_0000499,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6622783659831 11.0665021302108,42.6624407249948 11.0664367962647,42.6623330982078 11.0663174380521,42.66217894742 11.0661478744029,42.6619557483018 11.0661483780371,42.6619373249921 11.0662588123628,42.6621007685378 11.066373553527,42.6622783659831 11.0665021302108)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,1116.696132,Area,m2
RS_ETH_0000500,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6597393593717 11.0585808379994,42.6598100018434 11.058472419457,42.6597975056505 11.0583809033985,42.6601447125974 11.0581804041783,42.6603740262438 11.0581630673516,42.6605146922912 11.058069511439,42.6604135850469 11.0575884637984,42.6603396872663 11.0574895713773,42.6602050449284 11.0574486786922,42.6601908113996 11.0575566619273,42.6603624418355 11.0577051896498,42.6603937043868 11.0579596796031,42.6602428519217 11.0580404065198,42.6596489177253 11.0583335935596,42.6596273259221 11.0584581083705,42.6597393593717 11.0585808379994)))",E42.6N11.1,186278,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,2235.567475,Area,m2
RS_ETH_0000501,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6634279524718 11.0238276459595,42.6635165071402 11.0237821903364,42.6634985586119 11.0237335574102,42.6634626539571 11.0236362720846,42.6631921953514 11.0236307118072,42.6630408894365 11.0236284092826,42.6630181839805 11.0234991636619,42.6631038769425 11.0231499247468,42.663160936295 11.0230120910026,42.6631735114576 11.0228968361383,42.6630573886106 11.0228526257435,42.6629559932794 11.0237456572503,42.6630591386604 11.0238334949237,42.6634279524718 11.0238276459595)))",E42.6N11.1,186280,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,1904.28784,Area,m2
RS_ETH_0000502,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6691736909114 11.0500975830021,42.6692496386242 11.0504343694431,42.6694013332685 11.0504162722438,42.6693550053241 11.0499819544807,42.6692790181609 11.0498846143751,42.669132638561 11.0497356419163,42.668915333237 11.0497246872264,42.6687860500144 11.0498689123419,42.6691736909114 11.0500975830021)))",E42.6N11.1,186279,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,2257.46235,Area,m2
RS_ETH_0000503,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6683788540995 11.0026520002733,42.6684267173245 11.00262203518,42.6683875439905 11.0025364682809,42.6683701306239 11.0024466255681,42.6683309768096 11.0024209881422,42.6682657514729 11.0024809295635,42.6682657661456 11.0026135259096,42.6683788540995 11.0026520002733)))",E42.6N11.1,186280,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,295.0345274,Area,m2
RS_ETH_0000504,Structure,Rectangular,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6684506379763 11.0025795310942,42.6685821277185 11.0025487874588,42.6685554844109 11.0023978087175,42.668388289553 11.0024219626943,42.6683949737349 11.0024941891736,42.6684127877414 11.0025729825183,42.6684506379763 11.0025795310942)))",E42.6N11.1,186280,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,331.4575961,Area,m2
RS_ETH_0000505,Structure,Circular,Cairn,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6733629140954 11.0051746526929,42.6734362872377 11.0051069820736,42.6733966980139 11.0050587308353,42.6733475721327 11.0050587271766,42.6732689631735 11.0050635452293,42.6732644423245 11.0051649994956,42.6733629140954 11.0051746526929)))",E42.6N11.1,186280,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,188.1893211,Area,m2
RS_ETH_0000506,Structure,Circular,Cairn,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.671615296981 11.0086951466365,42.6717416416813 11.0086554356378,42.6718981327212 11.0085713074791,42.6719282872558 11.0084726000086,42.6719232489486 11.0083837671567,42.6717623619665 11.0083837854905,42.6715406132811 11.0084431067476,42.6714749077889 11.0085271051613,42.6714945107809 11.0086655217069,42.671615296981 11.0086951466365)))",E42.6N11.1,186280,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,1250.590887,Area,m2
RS_ETH_0000507,Enclosure,,Settlement,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6727469117134 11.0477270317571,42.6727955756513 11.0476325375476,42.6728244799193 11.0474990336842,42.6728488771289 11.0473586782257,42.6728136018545 11.0472070235868,42.6728785601776 11.0470548029971,42.6730238366372 11.0467792884699,42.6730439028738 11.0466462661865,42.6730388932392 11.0464145082703,42.6728679095373 11.0462945649248,42.6726351365807 11.0462871791388,42.6724833897635 11.0464257459675,42.6725209193936 11.0467639180487,42.6726373667814 11.046951549146,42.672678404177 11.0472169088122,42.672634672115 11.047441181163,42.6726378452545 11.0476843664018,42.6727469117134 11.0477270317571)))",E42.6N11.1,186279,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,5464.432896,Area,m2
RS_ETH_0000508,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6771872111649 11.034317494267,42.6772513521616 11.0341912021025,42.6772162172405 11.034024349721,42.6770857780767 11.0338787900935,42.6768920934948 11.0337022960959,42.676515052573 11.0335176210385,42.6762348640947 11.0335002774143,42.6761860556081 11.0335744484932,42.6762437305227 11.0337010166967,42.6762441052325 11.0338837783069,42.6763151621037 11.033966514478,42.6765061449246 11.0338716880975,42.6767967690427 11.0339561485618,42.6770032511475 11.0341105866332,42.677051989324 11.0342944354691,42.6771872111649 11.034317494267)))",E42.6N11.1,186749,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,,,,,,,4327.515906,Area,m2
RS_ETH_0000509,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.675678940418 11.0062021798534,42.6757637000748 11.0061540629026,42.6758485524647 11.0060797491963,42.6758797785316 11.005948769341,42.6758128067629 11.0058963531631,42.6757234412647 11.0059137889801,42.6756567073831 11.0059749706876,42.6756034410725 11.0060710875032,42.675607802013 11.0061803226829,42.675678940418 11.0062021798534)))",E42.6N11.1,186750,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/02/2015,Perhaps cairns,,,,,,674.1878495,Area,m2
RS_ETH_0000510,Enclosure,,Unknown,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.6905841956505 11.0443615744162,42.690713054925 11.0443515598389,42.6910480843724 11.0445178720476,42.6910907903644 11.0445940076521,42.6912077585689 11.0446552031228,42.691290078241 11.0446099526797,42.6912828632647 11.044488256706,42.6913508604196 11.0443329083914,42.6914428941457 11.044169440509,42.6913842320359 11.0441118462761,42.6912931884491 11.044161096703,42.6912361480553 11.0444348140687,42.6911379508367 11.0445257896537,42.6907600158247 11.0441675847832,42.6906117030265 11.0441084476519,42.6903320807887 11.0441353477104,42.6903207024261 11.0443463731843,42.6905841956505 11.0443615744162)))",E42.6N11.1,186749,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,01/07/2014,,,,,,,2509.888076,Area,m2
RS_ETH_0000511,Enclosure,,Settlement,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.5017407403056 11.0301998059248,42.5018383207691 11.0301213046648,42.5017838347816 11.0299626351478,42.5016979495227 11.0297262705847,42.5017250447617 11.0295999416786,42.5018304691444 11.0295140161077,42.502000895211 11.0295176742772,42.5021941510607 11.0295019660144,42.5021882242941 11.0292544171555,42.5021117786362 11.0291877690832,42.5019055516906 11.0292529059526,42.5016692870943 11.0292542654302,42.5014424358924 11.0291589436431,42.5013373910938 11.0288655879585,42.5013879928509 11.0285044244346,42.5014696182178 11.0282406515315,42.5013359405138 11.0280520211933,42.5012562260078 11.0278686463341,42.5011333534975 11.0276072632551,42.5009560211429 11.0272797150779,42.5008334771876 11.0270408926358,42.5006680763381 11.026819098757,42.5004679808842 11.0268425507839,42.500451626587 11.0270994374917,42.5003152835716 11.0273739240824,42.5001364765634 11.0277437551895,42.5000178654432 11.0281814626595,42.4999503075682 11.0284624087022,42.4999052023004 11.0286830022612,42.4999441308942 11.0287928840171,42.500132643019 11.0286604415112,42.5002803761951 11.0284861850623,42.5002384780778 11.0282343374835,42.5002789861691 11.0279571460153,42.5005685252416 11.0273263316759,42.5006964602161 11.0274278334116,42.5007956992936 11.0276720615777,42.5010151485849 11.0278623854192,42.5010672988457 11.0282051113669,42.5010049185857 11.0284751247038,42.5009314906429 11.0287375363704,42.5009243061953 11.0290154464463,42.5010223783837 11.029234259306,42.5010677905099 11.0295376942144,42.5012917087477 11.0295379006967,42.5014254300778 11.0296699930625,42.5014424625483 11.0298952672919,42.5014900687054 11.0302035448761,42.5017407403056 11.0301998059248)))",E42.6N11.1,183459,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/01/2014,,,,,,,22032.75208,Area,m2
RS_ETH_0000512,Enclosure,,Settlement,Low,No,Barren,Desert hot,"MULTIPOLYGON (((42.5035054736584 11.0285374907729,42.5035252562173 11.0283038790527,42.5034570179833 11.0280751211482,42.5035155905425 11.0279119299472,42.5036790954596 11.0277255073175,42.5036655955162 11.0274767685193,42.5034192194559 11.0274475743275,42.5031465161911 11.0270360735793,42.5033078596844 11.0269190743263,42.5038405976893 11.0269924672976,42.5042455822231 11.0269304818758,42.5045767150949 11.0265995823139,42.5044456420893 11.0264626570051,42.5040585304991 11.0266046379998,42.5035120386342 11.0265189435401,42.503129782366 11.0264853544074,42.5029980159406 11.026149684478,42.5030349219941 11.0257048433186,42.5028044196177 11.0257120474631,42.5023961738208 11.0257795505998,42.502220335898 11.0261279100998,42.5022242165737 11.0266995519209,42.5025403635573 11.027370545713,42.5027513765881 11.0279395660411,42.5029301004012 11.0283555422722,42.5032367115901 11.0285422002069,42.5035054736584 11.0285374907729)))",E42.6N11.1,183459,Visual inspection,Elias Michaut,Transect,02/08/2023,CNES / Airbus,19/01/2014,,,,,,,33319.90299,Area,m2
