WKT,Year,MAEASaM ID,Evidence,Evidence shape,Interpretation,Interpretation certainty,Ground truthed,Land use land cover,Climatic zone,Relationship to other site,Chronology,Geometry type,Grid level 1,Grid level 2,Remote sensing activity,Survey type,Survey date,Surveyor name,Image type,Date of imagery,Spatial resolution (m),Assessment date,Assessor name,Date of image used,Overall condition,Disturbance effect,Extent of impact,Severity of impact,Recommendation for management of disturbance,Threat assessor name,Threat assessment date,Image used date,Threat type,Threat level,Probability of threat affecting site,Recommendation for management of threats,Additional information,Measurement type,Measurement unit,Measurement value
POINT Z (32.793468938 -18.346694666 0),year 1,RS-ZWE-0000068,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.792862175 -18.3480109839999 0),year 1,RS-ZWE-0000069,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.792880021 -18.3487854979999 0),year 1,RS-ZWE-0000070,Pit,,Pit strcuture,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7932904780001 -18.349242355 0),year 1,RS-ZWE-0000071,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7912703160001 -18.3489889419999 0),year 1,RS-ZWE-0000072,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,Has Walling and Terracing,,,
POINT Z (32.7909883500001 -18.3491317099999 0),year 1,RS-ZWE-0000073,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,Has Walling and Terracing,,,
POINT Z (32.7904137100001 -18.348189443 0),year 1,RS-ZWE-0000074,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,Has Walling and Terracing,,,
POINT Z (32.790206697 -18.348075229 0),year 1,RS-ZWE-0000075,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.7910061950001 -18.3477361559999 0),year 1,RS-ZWE-0000076,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.791546333 -18.349394442 0),year 1,RS-ZWE-0000077,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.789526171 -18.349333766 0),year 1,RS-ZWE-0000078,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.7902273980001 -18.3514255499999 0),year 1,RS-ZWE-0000079,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.790993584 -18.350492801 0),year 1,RS-ZWE-0000080,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/07/30,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/07/30,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.792347498 -18.3385889919999 0),year 1,RS-ZWE-0000081,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,Has Walling,,,
POINT Z (32.7912243920001 -18.338822179 0),year 1,RS-ZWE-0000082,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.7896825010001 -18.3546931839999 0),year 1,RS-ZWE-0000083,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7899775540001 -18.3543267469999 0),year 1,RS-ZWE-0000084,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.791947748 -18.3549216119999 0),year 1,RS-ZWE-0000085,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.7923140270001 -18.3542831239999 0),year 1,RS-ZWE-0000086,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,Has Terracing,,,
POINT Z (32.7933157800001 -18.3539119279999 0),year 1,RS-ZWE-0000087,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.7918357550001 -18.3533456159999 0),year 1,RS-ZWE-0000088,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.7916380610001 -18.355882439 0),year 1,RS-ZWE-0000089,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7940365580001 -18.351415715 0),year 1,RS-ZWE-0000090,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.793254905 -18.352079584 0),year 1,RS-ZWE-0000091,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.7946825820001 -18.3519154009999 0),year 1,RS-ZWE-0000092,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.793479764 -18.3514942369999 0),year 1,RS-ZWE-0000093,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7928730020001 -18.3521224149999 0),year 1,RS-ZWE-0000094,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.797906454 -18.3533070889999 0),year 1,RS-ZWE-0000095,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.796546592 -18.354788303 0),year 1,RS-ZWE-0000096,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.801638639 -18.355576678 0),year 1,RS-ZWE-0000097,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.80103954 -18.360222962 0),year 1,RS-ZWE-0000098,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.8005446120001 -18.3607797559999 0),year 1,RS-ZWE-0000099,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.8025100470001 -18.3623597179999 0),year 1,RS-ZWE-0000100,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.8029288320001 -18.362811816 0),year 1,RS-ZWE-0000101,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.803799715 -18.36310211 0),year 1,RS-ZWE-0000102,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.802043672 -18.3613698629999 0),year 1,RS-ZWE-0000103,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.8019435370001 -18.360762307 0),year 1,RS-ZWE-0000104,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.802211226 -18.3623595199999 0),year 1,RS-ZWE-0000105,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.792074524 -18.366921343 0),year 1,RS-ZWE-0000106,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.792175651 -18.366073779 0),year 1,RS-ZWE-0000107,Pit,,Pit structure ,Medium,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,Has Walling,,,
POINT Z (32.799552178 -18.369205547 0),year 1,RS-ZWE-0000108,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2006/05/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2006/05/14,Environmental,Low,,,,,,
POINT Z (32.7981863680001 -18.370785509 0),year 1,RS-ZWE-0000109,Pit,,Pit structure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.8S18.3,264615,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2006/05/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2006/05/14,Environmental,Low,,,,,,
POINT Z (32.813059347 -18.3371014419999 0),year 1,RS-ZWE-0000110,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265094,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,Has Walling,,,
POINT Z (32.814623129 -18.3388427319999 0),year 1,RS-ZWE-0000111,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265094,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.810756505 -18.339685061 0),year 1,RS-ZWE-0000112,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265094,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.8106756030001 -18.3403287049999 0),year 1,RS-ZWE-0000113,Pit,,Pit structure ,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265094,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,Has Walling and Terracing,,,
POINT Z (32.813200212 -18.341882493 0),year 1,RS-ZWE-0000114,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265094,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/09/14,Environmental,Low,,,Has Walling,,,
POINT Z (32.8127826160001 -18.342885436 0),year 1,RS-ZWE-0000115,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265094,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.8035683760001 -18.35200936 0),year 1,RS-ZWE-0000116,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.8029973060001 -18.353375171 0),year 1,RS-ZWE-0000117,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.8028164670001 -18.351466843 0),year 1,RS-ZWE-0000118,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2011/04/19,,,,,,,,,,Renier van der Merwe,2021/08/02,2011/04/19,Environmental,Low,,,,,,
POINT Z (32.8064884510001 -18.353338686 0),year 1,RS-ZWE-0000119,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2006/05/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2006/05/14,Environmental,Low,,,Has Terracing,,,
POINT Z (32.806923892 -18.3553160179999 0),year 1,RS-ZWE-0000120,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2006/05/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2006/05/14,Environmental,Low,,,,,,
POINT Z (32.807305598 -18.355983893 0),year 1,RS-ZWE-0000121,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2001/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2001/09/14,Environmental,Low,,,,,,
POINT Z (32.8029928240001 -18.3567215259999 0),year 1,RS-ZWE-0000122,Pit,,Pit structure,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,265095,Visual inspection,Topographic,2021/08/02,Renier van der Merwe,Maxar,2001/09/14,,,,,,,,,,Renier van der Merwe,2021/08/02,2001/09/14,Environmental,Low,,,Has Terracing,,,
POINT Z (32.7845494370001 -18.340298968 0),year 1,RS-ZWE-0000123,Terracing,,Terracing,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7838219170001 -18.3442060429999 0),year 1,RS-ZWE-0000124,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7847142150001 -18.3444796809999 0),year 1,RS-ZWE-0000125,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.784428679 -18.3455385409999 0),year 1,RS-ZWE-0000126,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.783661303 -18.3456039759999 0),year 1,RS-ZWE-0000127,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7835899190001 -18.3463951469999 0),year 1,RS-ZWE-0000128,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7821384480001 -18.3441763 0),year 1,RS-ZWE-0000129,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.78177558 -18.34523516 0),year 1,RS-ZWE-0000130,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.782423984 -18.3453719789999 0),year 1,RS-ZWE-0000131,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.784053914 -18.347162523 0),year 1,RS-ZWE-0000132,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.783524484 -18.3487151209999 0),year 1,RS-ZWE-0000133,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7828225430001 -18.347638415 0),year 1,RS-ZWE-0000134,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.780758361 -18.34784067 0),year 1,RS-ZWE-0000135,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7820968080001 -18.3483879459999 0),year 1,RS-ZWE-0000136,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7804044160001 -18.341698686 0),year 1,RS-ZWE-0000137,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7808475910001 -18.3420704769999 0),year 1,RS-ZWE-0000138,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.782019475 -18.3408777719999 0),year 1,RS-ZWE-0000139,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.779507359 -18.342753382 0),year 1,RS-ZWE-0000140,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.781506106 -18.3392484359999 0),year 1,RS-ZWE-0000141,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.782541172 -18.336628649 0),year 1,RS-ZWE-0000142,Walling,,Walling,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2006/07/08,,,,,,,,,,Renier van der Merwe,2021/08/05,2006/07/08,Environmental,Low,,,,,,
POINT Z (32.7828802450001 -18.336996276 0),year 1,RS-ZWE-0000143,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.7789220120001 -18.335361586 0),year 1,RS-ZWE-0000144,Enclosure,,Early Homestead,High,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/05,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.778857449 -18.343597099 0),year 1,RS-ZWE-0000145,Enclosure,,Early Homestead,Medium,Unkown,Grassland,Cwb,,,Central point,E32.8S18.3,264614,Visual inspection,Topographic,2021/08/05,Renier van der Merwe,Maxar,2006/08/07,,,,,,,,,,Renier van der Merwe,2021/08/05,2006/08/07,Environmental,Low,,,,,,
